Country Name,Country Code,Series Name,Series Code,Year,Value,Category,Description
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2005,7.99,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2006,3.85,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2007,1,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2008,16.2,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2009,9.77,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2010,5,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2011,8.33,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2012,18.89,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2013,17.63,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2014,0.62,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2015,6.02,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2016,2.93,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2017,8.12,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2018,2.32,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2019,6.34,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,CO2 emissions (metric tons per capita),EG_CO2_EMISS,2020,12.16,Environment,CO₂ emissions per capita (metric tons)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1960,54.23,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1961,7.1,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1962,67.87,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1963,47.96,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1964,92.47,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1965,99.93,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1966,37.63,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1967,18.42,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1968,96.26,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1969,13.22,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1970,44.28,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1971,35.23,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1972,63.13,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1973,77.67,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1974,39.82,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1975,95.62,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1976,11.83,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1977,22.63,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1978,32.68,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1979,27.21,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1980,59.75,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1981,90.66,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1982,31,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1983,44.18,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1984,31.42,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1985,75.74,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1986,17.48,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1987,91.24,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1988,85.46,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1989,6.61,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1990,92.91,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1991,57.22,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1992,31.61,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1993,33.65,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1994,24.74,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1995,78.13,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1996,61.65,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1997,95.67,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1998,83.98,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,1999,34.91,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2000,97.32,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2001,31.18,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2002,79.13,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2003,60.08,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2004,45.68,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2005,38.02,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2006,77.85,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2007,79.55,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2008,71.82,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2009,18.67,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2010,61.38,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2011,14.84,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2012,96.06,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2013,1.85,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2014,63.8,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2015,89.08,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2016,97.75,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2017,96.77,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2018,50.56,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2019,53.21,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Renewable energy (% of total energy),EG_REN_PCT,2020,16.06,Environment,Share of energy from renewable sources (%)
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1960,63.62,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1961,40.59,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1962,21.56,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1963,67.59,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1964,33.69,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1965,47.13,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1966,47.97,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1967,89.79,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1968,52.52,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1969,28.51,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1970,67.93,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1971,39.65,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1972,32.7,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1973,68.24,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1974,54.22,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1975,21.39,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1976,87.72,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1977,95.45,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1978,27.27,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1979,98.31,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1980,53.25,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1981,68.07,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1982,26.95,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1983,59.77,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1984,92.42,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1985,86.82,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1986,33.92,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1987,86.85,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1988,23.92,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1989,35.47,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1990,51.27,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1991,73.88,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1992,45.51,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1993,96.87,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1994,25.27,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1995,36.4,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1996,99.29,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1997,67.4,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1998,49.05,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,1999,98.31,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2000,29.74,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2001,87.39,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2002,90.79,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2003,30.29,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2004,89.61,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2005,66.91,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2006,69.7,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2007,36.16,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2008,97.81,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2009,69.95,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2010,38.49,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2011,98.68,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2012,92.17,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2013,26.44,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2014,76.82,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2015,66.57,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2016,34.32,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2017,44.56,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2018,60.11,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2019,47.95,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Access to safe water (% population),EN_WAT_SAFE,2020,52.25,Environment,Percentage of population with access to safe drinking water
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1960,82.63,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1961,106.51,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1962,82.29,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1963,102.62,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1964,73.12,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1965,91.03,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1966,105.66,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1967,93.7,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1968,87.32,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1969,68.42,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1970,84.13,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1971,67.74,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1972,92.16,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1973,95.9,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1974,92.71,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1975,64.58,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1976,81.33,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1977,84.92,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1978,78.49,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1979,69.77,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1980,64.14,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1981,94.03,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1982,75.17,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1983,80.58,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1984,91.67,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1985,91.71,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1986,102.22,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1987,71.65,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1988,79.79,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1989,69.8,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1990,68.53,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1991,106.6,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1992,75.28,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1993,96.25,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1994,96,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1995,76.66,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1996,78.08,Social,Gross primary school enrollment rate (%)
Afghanistan,AFG,Primary school enrollment (% gross),SE_ENRL_PRIMARY,1997,61.25,Social,Gross primary school enrollment rate (%)
